Fichier,Type_risque,Gravite,Phrase
sources/yoreh-deah/siman-196/niveau-4-halakha-en.html,melange-shitot-chiffre,MOYENNE,"The Tzemach Tzedek of Lubavitch — Chabad's halachic authority of reference in Niddah The Tzemach Tzedek of Lubavitch — Rabbi Menachem Mendel Schneersohn (1789-1866) , third Rebbe of Lubavitch and grandson of the Admour HaZaken — is the poseq of reference of Chabad , especially in"
sources/yoreh-deah/siman-196/niveau-4-halakha.html,duree-presentee-universelle,IMPORTANTE,"═══════════════════════════════════════════════════════════════ --> 🖨️ Imprimer / PDF ✦ ❖ ✦ DAAT · NIVEAU 4 — DAAT HARAV ('HABAD) & HALAKHA LEMA'ASSE שולחן ערוך · יורה דעה Siman 196 — Le hefsek tahara et les sept jours propres (הפסק טהרה וז' נקיים) : la bdika d'arrêt, le moch dah"
sources/yoreh-deah/siman-196/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-196/niveau-4-halakha-he.html,melange-shitot-chiffre,MOYENNE,"הצמח צדק מליובאוויטש — פוסק היסוד של חב״ד בנדה ה צמח צדק מליובאוויטש — רבי מנחם מענדל שניאורסון (תקמ״ט–תרכ״ו, 1789-1866) , האדמו""ר השלישי של ליובאוויטש ונכד אדמו""ר הזקן — הוא פוסק היסוד של חב״ד , ובפרט בטהרת המשפחה."
sources/yoreh-deah/siman-184/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek — Rabbi Menahem Mendel Schneersohn (1789-1866), troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en particulier en טהרת המשפחה."
sources/yoreh-deah/siman-191/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-192/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-193/niveau-4-halakha-en.html,melange-shitot-chiffre,MOYENNE,"The Tzemach Tzedek of Lubavitch — Chabad's halachic authority of reference on Nidah The Tzemach Tzedek of Lubavitch — Rabbi Menachem Mendel Schneersohn (1789-1866) , third Rebbe of Lubavitch and grandson of the Admour HaZaken — is the poseq of reference of Chabad , particularly i"
sources/yoreh-deah/siman-193/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-90/niveau-1-base.html,duree-presentee-universelle,IMPORTANTE,"Ici, au Siman 90, le « lait » est dedans la viande depuis toujours et n'a jamais été un lait à part — c'est ce qui fait basculer l'interdit de déoraïta à dérabbanan ."
sources/yoreh-deah/siman-187/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek — Rabbi Menahem Mendel Schneersohn (1789-1866), troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en particulier en טהרת המשפחה."
sources/yoreh-deah/siman-190/niveau-4-halakha.html,duree-presentee-universelle,IMPORTANTE,"═══════════════════════════════════════════════════════════════ --> 🖨️ Imprimer / PDF ✦ ❖ ✦ DAAT · NIVEAU 4 — DAAT HARAV ('HABAD) & HALAKHA LEMA'ASSE שולחן ערוך · יורה דעה Siman 190 — Les taches (כתמים) : la גזרה des Sages, le שיעור כגריס, les תליות, et le heter des בגדי צבעונים "
sources/yoreh-deah/siman-190/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-185/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek — Rabbi Menahem Mendel Schneersohn (1789-1866), troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en particulier en טהרת המשפחה."
sources/yoreh-deah/siman-199/niveau-4-halakha-en.html,melange-shitot-chiffre,MOYENNE,"The Tzemach Tzedek of Lubavitch — Chabad's halachic authority of reference in Niddah The Tzemach Tzedek of Lubavitch — Rabbi Menachem Mendel Schneersohn (1789-1866) , third Rebbe of Lubavitch and grandson of the Admour HaZaken — is the poseq of reference of Chabad , especially in"
sources/yoreh-deah/siman-199/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-199/niveau-4-halakha-he.html,melange-shitot-chiffre,MOYENNE,"הצמח צדק מליובאוויטש — פוסק היסוד של חב״ד בנדה ה צמח צדק מליובאוויטש — רבי מנחם מענדל שניאורסון (תקמ״ט–תרכ״ו, 1789-1866) , האדמו""ר השלישי של ליובאוויטש ונכד אדמו""ר הזקן — הוא פוסק היסוד של חב״ד , ובפרט בטהרת המשפחה."
sources/yoreh-deah/siman-200/niveau-4-halakha-en.html,melange-shitot-chiffre,MOYENNE,"The Tzemach Tzedek of Lubavitch — Chabad's halachic authority of reference on Niddah The Tzemach Tzedek of Lubavitch — Rabbi Menachem Mendel Schneersohn (1789-1866) , third Rebbe of Lubavitch and grandson of the Admour HaZaken — is the posek of reference of Chabad , particularly "
sources/yoreh-deah/siman-200/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-200/niveau-4-halakha-he.html,melange-shitot-chiffre,MOYENNE,"הצמח צדק מליובאוויטש — פוסק היסוד של חב״ד בנדה ה צמח צדק מליובאוויטש — רבי מנחם מענדל שניאורסון (תקמ״ט–תרכ״ו, 1789-1866) , האדמו""ר השלישי של ליובאוויטש ונכד אדמו""ר הזקן — הוא פוסק היסוד של חב״ד , ובפרט בטהרת המשפחה."
sources/yoreh-deah/siman-195/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-188/niveau-4-halakha.html,duree-presentee-universelle,IMPORTANTE,"═══════════════════════════════════════════════════════════════ --> 🖨️ Imprimer / PDF ✦ ❖ ✦ DAAT · NIVEAU 4 — DAAT HARAV ('HABAD) & HALAKHA LEMA'ASSE שולחן ערוך · יורה דעה Siman 188 — Les couleurs de sang : rouge et noir interdits, blanc et vert purs, et la règle de montrer la בד"
sources/yoreh-deah/siman-188/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-183/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek — Rabbi Menahem Mendel Schneersohn (1789-1866), troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en particulier en טהרת המשפחה."
sources/yoreh-deah/siman-186/niveau-1-base.html,duree-presentee-universelle,IMPORTANTE,Seif 4 Oui — נאמנת על שלה → נאמנת על שלו Le רואה מחמת תשמיש 3 fois Seif 5 Interdite à ce mari pour toujours (→ siman 187) L'idée transversale : la בדיקה suit la prévisibilité .
sources/yoreh-deah/siman-186/niveau-1-base.html,duree-presentee-universelle,IMPORTANTE,Le רואה מחמת תשמיש 3 fois de suite → interdite à ce mari pour toujours ; détaillé au siman 187 (seif 5).
sources/yoreh-deah/siman-186/niveau-1-base.html,duree-presentee-universelle,IMPORTANTE,"Femme à וסת קבוע 🟢 Aucune (et pas devant le mari) Sans וסת — 3 premières fois 🔴 Avant + après (Mehaber) / 🟢 Aucune (usage, Shach) Sans וסת — après la חזקה 🟢 Plus de בדיקה (Rambam/Rosh : toujours) 14 jours après la טבילה 🟢 Comme וסת קבוע Se vérifier avec l'עד du mari 🟢 Permis (נאמ"
sources/yoreh-deah/siman-186/niveau-3-synthese.html,duree-presentee-universelle,IMPORTANTE,"Situation Critère décisif Résultat Femme à וסת קבוע חזקה qu'elle ne voit pas au rapport 🟢 Aucune bedika ; qu'elle ne se vérifie pas devant le mari (לבו נוקף) Femme sans וסת (Rishonim) 3 premières fois, avant + après 🟡 Bedika les 3 fois ; הוחזקה → plus de bedika Femme sans וסת (Ra"
sources/yoreh-deah/siman-186/niveau-3-synthese.html,duree-presentee-universelle,IMPORTANTE,"Et partout, un saignement répété au rapport (3 fois) n'est pas anodin : c'est le רואה מחמת תשמיש , et la suite se traite au siman 187, avec un Rav et souvent un médecin."
sources/yoreh-deah/siman-186/niveau-3-synthese.html,duree-presentee-universelle,IMPORTANTE,Pour toujours ; le détail se traite au siman 187 (Mehaber seif 5).
sources/yoreh-deah/siman-186/niveau-3-synthese.html,duree-presentee-universelle,IMPORTANTE,"❌ Piège 4 — Banaliser le רואה מחמת תשמיש : un saignement lié au rapport, répété 3 fois de suite , n'est pas un détail : il rend la femme interdite à ce mari pour toujours (seif 5), et toute la suite se traite au siman 187."
sources/yoreh-deah/siman-186/niveau-3-synthese.html,duree-presentee-universelle,IMPORTANTE,"5 רואה מחמת תשמיש Femme qui voit du sang du fait du rapport, 3 fois de suite → interdite pour toujours à ce mari ; tout le détail (les bedikot, les remèdes, le statut) se traite au siman 187."
sources/yoreh-deah/siman-186/niveau-4-halakha.html,duree-presentee-universelle,IMPORTANTE,5 רואה מחמת תשמיש Voit du sang מחמת תשמיש 3 fois de suite → interdite pour toujours à ce mari ; détaillé au siman 187.
sources/yoreh-deah/siman-186/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek — Rabbi Menahem Mendel Schneersohn (1789-1866), troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en particulier en טהרת המשפחה."
sources/yoreh-deah/siman-189/niveau-4-halakha.html,duree-presentee-universelle,IMPORTANTE,"═══════════════════════════════════════════════════════════════ --> 🖨️ Imprimer / PDF ✦ ❖ ✦ DAAT · NIVEAU 4 — DAAT HARAV ('HABAD) & HALAKHA LEMA'ASSE שולחן ערוך · יורה דעה Siman 189 — Les périodes menstruelles (וסתות) : וסת קבוע et שאינו קבוע, onah beinonita, dilug et haflaga, et"
sources/yoreh-deah/siman-189/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-198/niveau-4-halakha-en.html,melange-shitot-chiffre,MOYENNE,"The Tzemach Tzedek of Lubavitch — Chabad's halachic authority of reference in Niddah The Tzemach Tzedek of Lubavitch — Rabbi Menachem Mendel Schneersohn (1789-1866) , third Rebbe of Lubavitch and grandson of the Admour HaZaken — is the poseq of reference of Chabad , especially in"
sources/yoreh-deah/siman-198/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/yoreh-deah/siman-198/niveau-4-halakha-he.html,melange-shitot-chiffre,MOYENNE,"הצמח צדק מליובאוויטש — פוסק היסוד של חב״ד בנדה ה צמח צדק מליובאוויטש — רבי מנחם מענדל שניאורסון (תקמ״ט–תרכ״ו, 1789-1866) , האדמו""ר השלישי של ליובאוויטש ונכד אדמו""ר הזקן — הוא פוסק היסוד של חב״ד , ובפרט בטהרת המשפחה."
sources/yoreh-deah/siman-194/niveau-4-halakha.html,melange-shitot-chiffre,MOYENNE,"Le Tzemah Tzedek de Loubavitch — autorité halakhique de référence de 'Habad sur la Nidah Le Tzemah Tzedek de Loubavitch — Rabbi Menahem Mendel Schneersohn (1789-1866) , troisième Rabbi de Loubavitch et petit-fils de l'Admour HaZaken — est le poseq de référence de 'Habad , en part"
sources/shabbat/index-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"יישום… 4 רמות: בסיס · למדן · סיכום · דעת הרב ללמוד ← סימן 259 סימן רנ""ט שלם כַּמָּה דִּינֵי הַטְמָנָה וְטִלְטוּלָם כמה דיני הטמנה וטלטולם בשבת שיטת אדמו״ר הזקן על 8 הסעיפים המקודדים את דיני הטלטול של חומרי ההטמנה בשבת — האם מותר להסיר את הסמרטוט, להזיז את הקדרה… 4 רמות: בסיס · למ"
sources/shabbat/index.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Application… 4 niveaux : Base · Lamdan · Synthèse · Daat HaRav Étudier → Siman 259 סימן רנ""ט Complet כַּמָּה דִּינֵי הַטְמָנָה וְטִלְטוּלָם Règles supplémentaires de hatmana et leur déplacement Shabbat La chitah de l'Admour HaZaken sur les 8 seifim qui codifient les règles du dép"
sources/shabbat/index-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Application… 4 levels: Base · Lamdan · Synthesis · Daat HaRav Study → Siman 259 סימן רנ""ט Complete כַּמָּה דִּינֵי הַטְמָנָה וְטִלְטוּלָם Additional rules of hatmana and their movement on Shabbat The shitah of the Admour HaZaken on the 8 seifim that codify the rules of moving (טל"
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Siman 261 · Level 4 — Shitah of the Alter Rebbe | Hilkhot Shabbat FR HE EN דעת DAAT Home Hilchos Shabbos Siman רס""א 📜 Shitah of the Alter Rebbe FR HE EN Home › Hilchos Shabbos › Siman רס""א › Level 4 — Daat HaRav DAAT · LEVEL 4 — DAAT HARAV · שיטת אדמו״ר הזקן דעת הרב Daat HaRav — "
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"אלא ודאי צריך לומר כיון שקיבל עליו שבת גרע מבין השמשות ומיתסר בהטמנה כמו בשבת עצמה, ולא משום גזרה שמא ירתיח בתוספת שבת, דהא ודאי לא חמירא תוספת מבין השמשות כמ""ש החכם צבי, וגם ליכא למיגזר כלל כמ""ש, אלא כיון שקיבל השבת קיבל כל חומרותיה וסייגיה השייכים לעיצומו של יום אע""ג דלא שייכי "
sources/shabbat/siman-261/niveau-4-daat-harav-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"ולפי זה אתי שפיר נמי מ""ש הט""ז שם על האוסרים דהא קתני צריך כו', ואמאי צריך הא אפשר שיוסיף בלי קבלת עיצומו של יום, משום ששם דקדק לכתוב קיבל עליו תוספת כו' וכאן דקדק לכתוב אחר עניית ברכו קבליה לשבת כו', דהתם לא הזכיר כלל ברכו ולא תפלת ערבית אלא שקיבל עליו סתם תוספת שבת, כמו שמצות הת"
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Siman רס״א · Level 2 Lamdan — בין השמשות, תוספת שבת | DAAT FR HE EN ✦ ❖ ✦ DAAT · רמה 2 — למדן שולחן ערוך · אורח חיים הלכות שבת — עיון מעמיק סימן רס״א זמן הדלקת נרות לשבת סוגיית בין השמשות, חקירה בתוספת שבת, מחלוקת הגאונים ור״ת, פלג המנחה ⚡ ללומדים ותלמידי חכמים ⚡ ✦ ❖ ✦ פלפול מעמי"
sources/shabbat/siman-261/niveau-2-lamdan-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,עריכה: רב יוסף חיים סממה · DAAT 📄 Imprimer / Sauver en PDF 📑 תוכן העניינים הקדמת הסוגיא — שבת ל״ד.-ל״ה: ובין השמשות מחלוקת הגאונים ור״ת — שתי שיטות בבין השמשות חקירה בתוספת שבת — מצוה דאורייתא או דרבנן ?
sources/shabbat/siman-261/niveau-1-base-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Phase Approximate duration Halachic status Before plag haminchah All day Fully mundane Plag haminchah → visible sunset (שקיעה הנראית) ≈ 1h15 Tosefet Shabbat — one adds mundane time to Shabbos, before שקיעה From halachic sunset (שקיעה האמיתית) → צאת הכוכבים Variable (place, season"
sources/shabbat/siman-261/niveau-1-base-en.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Detail of the 4 seifim Seif Alef — בין השמשות, permitted/forbidden dichotomy + non-Jew 3 axes: New acts with halachic status → forbidden Acts resolving existing doubt → permitted Act by non-Jew → permitted for mitzvah or urgent need (and for one who accepted Shabbos early — Rema'"
sources/shabbat/siman-261/index-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,סימן רס״א — זמן הדלקת נרות לשבת · שולחן ערוך · לימוד בעברית | DAAT דעת DAAT עמוד הבית הלכות שבת 💬 דעת AI ♥ תמיכה FR HE EN עמוד הבית › הלכות שבת › סימן רס״א אורח חיים · הלכות שבת · סימן רס״א זְמַן הַדְלָקַת נֵרוֹת לְשַׁבָּת סימן רס״א — זמן הדלקת נרות לשבת שיטת אדמו״ר הזקן בז׳ הסעי
sources/shabbat/siman-261/index.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Siman 261 — Le moment de l'allumage des bougies de | Hilkhot Shabbat דעת DAAT Accueil Hilkhot Shabbat 💬 IA Daat ♥ Soutenir FR HE EN Accueil › Hilkhot Shabbat › Siman 261 Orah Haïm · Hilkhot Shabbat · Siman רס""א זְמַן הַדְלָקַת נֵרוֹת לְשַׁבָּת Siman 261 — Le moment de l'allumage "
sources/shabbat/siman-261/niveau-1-base.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Siman רס״א · Niveau 1 — Le moment de l'allumage des | Hilkhot Shabbat FR HE EN ✦ ❖ ✦ DAAT · NIVEAU 1 — INITIATION Siman רס״א · 4 Seifim (SA) + 7 Seifim (SHHaRav) Le moment précis de l'allumage des bougies — בין השמשות, תוספת שבת, 18 min סימן רס״א זמן הדלקת נרות לשבת 🌱 Niveau Init"
sources/shabbat/siman-261/niveau-1-base.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Phase Durée approximative Statut halakhique Avant פלג המנחה Tout le jour Pleinement profane פלג המנחה → שקיעה הנראית (coucher visible) ≈ 1h15 תוספת שבת : on ajoute du temps profane à Chabbat, avant la שקיעה À partir de la שקיעה האמיתית (halakhique) → צאת הכוכבים Variable (lieu, s"
sources/shabbat/siman-261/niveau-1-base.html,duree-presentee-universelle,IMPORTANTE,"Cadre Anticipation Notes Minimum (Mehaber) Quelques minutes avant la nuit "" איזה זמן שיהיה ודאי יום "" Standard (minhag commun) 18 minutes avant le coucher du soleil Calendrier juif universel Yerushalayim 22-40 minutes avant Coutume locale Hassidim (Habad, Belz, etc.) 40 minutes a"
sources/shabbat/siman-261/niveau-1-base.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Le détail des 4 seifim Seif Alef — בין השמשות, dichotomie permis/interdit + non-juif 3 axes : Actes nouveaux ayant statut halakhique → interdits Actes résolvant un doute existant → permis Acte par non-juif → permis pour mitsva ou besoin urgent (et pour qui a accepté Shabbat tôt —"
sources/shabbat/siman-261/niveau-1-base.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Synthèse pratique du Siman Les 5 enseignements du Siman רס״א : בין השמשות = doute — actes profanes risqués, actes positifs interdits תוספת שבת — mitsva positive d'anticiper l'entrée (mn = 18 min, max = פלג המנחה) Acceptation orale = critère décisif — Barekhu (homme) ou Mizmor (fe"
sources/shabbat/siman-261/niveau-1-base.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,"Pour approfondir ce siman : 📚 Niveau 2 — Lamdan : sougya Shabbat 34a-35b, Yoma 81b, חקירה sur la nature de תוספת שבת (mitsva ou heter), shitot Geonim vs Rabenu Tam sur בין השמשות, dérivation talmudique de פלג המנחה ✨ Niveau 3 — Synthèse : axiome, mnémonique, arbre de décision 📜 N"
sources/shabbat/siman-261/niveau-3-synthese-he.html,bein-hashmashot+tosefet-meme-phrase,MOYENNE,שלושה צירים מבניים: (1) בין השמשות = ספק הלכתי (ג׳ רבעי מיל אחר השקיעה) שבו פעולות מסוימות אסורות; (2) תוספת שבת = מצות עשה ל הקדים את הכניסה (מפלג המנחה עד השקיעה); (3) קבלה בפה = מעשה הקובע שבת בזמן הסובייקטיבי.
